Year,AvgHousePrice,NumBedroom
2005,108901.19927494702,1
2006,116281.9901803914,1
2007,117027.03555604636,1
2008,113205.68803598742,1
2009,106481.70436170344,1
2010,102635.90978955184,1
2011,97968.84216735624,1
2012,93371.2817270262,1
2013,94865.34847209092,1
2014,97360.11534028682,1
2015,98488.93407011864,1
2016,101149.70598642743,1
2017,104223.51010967544,1
2018,109271.84474290302,1
2019,114553.05853557294,1
2020,122989.26531271364,1
2021,137958.87932303792,1
2022,151623.58553285128,1
2023,160237.72101292972,1
2024,165527.20836601852,1
2000,65977.90214989809,1
2001,70141.99746048455,1
2002,77140.93392648712,1
2003,82803.69434009773,1
2004,90549.520369804,1
2005,100380.39315203016,1
2006,109768.07459977176,1
2007,113287.20058120228,1
2008,113703.85675824428,1
2009,111716.66666616064,1
2010,112221.6048502886,1
2011,113652.44106610293,1
2012,116133.84411625026,1
2013,117519.62086458386,1
2014,119375.31546477154,1
2015,121182.75509740622,1
2016,125768.33720811056,1
2017,133096.5468654452,1
2018,140526.8530070079,1
2019,145695.58372515312,1
2020,153708.1550939185,1
2021,179179.39093576322,1
2022,211263.4266087319,1
2023,225752.6316188569,1
2024,234441.0061509481,1
2000,93412.14163073234,1
2001,92215.01312450884,1
2002,94246.57101708309,1
2003,99704.14133957108,1
2004,108337.07477208752,1
2005,121656.48286635336,1
2006,144430.15178644046,1
2007,162595.87787098257,1
2008,162259.117818754,1
2009,139293.7424248167,1
2010,131417.63253560287,1
2011,121489.39378631412,1
2012,115844.97248044133,1
2013,119651.29516165634,1
2014,125904.22100959969,1
2015,134417.06998988797,1
2016,150087.54996987444,1
2017,165620.62872064597,1
2018,186636.9085765491,1
2019,206078.4509117059,1
2020,228717.88410427788,1
2021,272814.0096912875,1
2022,311119.15580632404,1
2023,305406.3183266996,1
2024,307668.7733028592,1
2000,78146.32319999323,1
2001,81188.87894053839,1
2002,78625.83273176236,1
2003,88105.19413697944,1
2004,94641.49262252248,1
2005,96259.83640935647,1
2006,97447.12377323964,1
2007,100528.21932178196,1
2008,94656.962998049,1
2009,80839.99256130026,1
2010,77693.10986553287,1
2011,71361.64074475461,1
2012,66247.00232384937,1
2013,66470.12267833599,1
2014,68900.95295581972,1
2015,71244.32770433367,1
2016,74186.73611754525,1
2017,79114.97954545128,1
2018,86688.66884394249,1
2019,95930.40242209876,1
2020,103183.65458162298,1
2021,116728.32930799994,1
2022,129005.34447767543,1
2023,140082.14172715318,1
2024,147697.69382365356,1
2000,31632.184713850285,1
2001,32379.553664472995,1
2002,33187.39240451444,1
2003,34411.62395690491,1
2004,36176.58336173507,1
2005,39908.95371017909,1
2006,42493.21676013071,1
2007,44516.79061427262,1
2008,46555.87592783125,1
2009,45976.48807277298,1
2010,44098.580773609385,1
2011,43553.43747115893,1
2012,44676.26683823895,1
2013,46414.1103196908,1
2014,48611.93625335703,1
2015,50673.61438478201,1
2016,52679.804798902485,1
2017,53153.2864719144,1
2018,55632.22265838806,1
2019,54256.73884439909,1
2020,56103.457540142655,1
2021,63719.22979065606,1
2022,68194.70374187002,1
2023,72066.89926264907,1
2024,74531.22321173178,1
2009,116938.83270398344,1
2010,110145.35162520426,1
2011,94102.75766974098,1
2012,146022.1700660682,1
2013,153505.45914037962,1
2014,163761.41164482353,1
2015,159624.86488998125,1
2016,173849.27450689345,1
2017,173150.09210680588,1
2018,179271.31749244747,1
2019,186722.47631171427,1
2020,198945.05643248747,1
2021,224043.1851631971,1
2022,259226.0639180776,1
2023,270541.81898946635,1
2024,273023.3701700346,1
2000,112187.53513733836,2
2001,119400.72128893182,2
2002,129841.99436842484,2
2003,136881.5507739123,2
2004,145514.9776713812,2
2005,162644.8410495456,2
2006,179419.78263286487,2
2007,187367.90941007,2
2008,189887.7119373972,2
2009,185338.56244892825,2
2010,184821.2560120407,2
2011,184980.9193482193,2
2012,188406.403429076,2
2013,193883.75441096583,2
2014,199502.07899821375,2
2015,207313.17908956017,2
2016,213982.25235704036,2
2017,217356.23091717297,2
2018,224529.99659600348,2
2019,231800.7332808161,2
2020,240341.31187835796,2
2021,251198.0614402208,2
2022,269739.2487684264,2
2023,272303.9499036148,2
2024,274295.06747545744,2
2000,77950.02709025248,2
2001,77553.28299416899,2
2002,76107.47549803839,2
2003,76092.84915076253,2
2004,77287.9993325134,2
2005,83442.65889414579,2
2006,91748.75787400806,2
2007,94856.02659239883,2
2008,93239.27808179145,2
2009,84668.0624875399,2
2010,75976.87612183194,2
2011,68113.42051499685,2
2012,69323.44723254975,2
2013,73934.2732966993,2
2014,77784.74594895443,2
2015,77611.53894403994,2
2016,79479.84292661083,2
2017,81423.981285059,2
2018,86843.3494157673,2
2019,92113.53681684934,2
2020,100275.77512244634,2
2021,118421.46459529018,2
2022,137453.99648618477,2
2023,146060.74225594875,2
2024,148926.2817653778,2
2000,48564.0710361038,2
2001,50791.35353886453,2
2002,52009.71376180848,2
2003,53034.974124250475,2
2004,55107.74028258703,2
2005,59285.62291300923,2
2006,63693.57800917565,2
2007,66059.48755115535,2
2008,66104.42298335067,2
2009,63627.31688581501,2
2010,62043.59507431844,2
2011,60939.74600591183,2
2012,61055.93257626421,2
2013,61294.871615004915,2
2014,61571.40278973845,2
2015,62936.73385037476,2
2016,65990.58720533023,2
2017,68633.32099535406,2
2018,72799.24978954856,2
2019,76035.01200870468,2
2020,81699.25300534008,2
2021,95741.14540012272,2
2022,111493.953271601,2
2023,120013.4835839226,2
2024,123318.49187441252,2
2000,88153.71809997986,2
2001,92263.28452475904,2
2002,98623.79222175252,2
2003,105891.35280128392,2
2004,117678.74233270714,2
2005,147879.4910016837,2
2006,182901.0676456864,2
2007,188353.69327433375,2
2008,164783.1622706676,2
2009,137604.39483996053,2
2010,122707.86704059358,2
2011,109542.77753482366,2
2012,110760.16168177313,2
2013,119251.73868397388,2
2014,127546.27353204614,2
2015,134129.6255858291,2
2016,142434.35235849087,2
2017,151977.78233533824,2
2018,164808.71009484222,2
2019,178080.63182470348,2
2020,195327.16476199467,2
2021,240903.8018451428,2
2022,293107.59781338356,2
2023,293730.4068880041,2
2024,299749.24547617644,2
2000,162208.17272431627,2
2001,169962.69511717116,2
2002,189639.1403518343,2
2003,211001.9413117856,2
2004,244006.5784132459,2
2005,297911.17053846485,2
2006,329897.0096698639,2
2007,302239.55252350855,2
2008,252333.17947068324,2
2009,201468.571731218,2
2010,191846.81681610417,2
2011,177073.62560211637,2
2012,169727.5264573922,2
2013,200210.6831052829,2
2014,232880.90071394783,2
2015,256319.6758919652,2
2016,279077.3158209559,2
2017,303207.23898638424,2
2018,333904.51136802236,2
2019,347472.72368157643,2
2020,367720.2705959339,2
2021,412311.1344974389,2
2022,462090.0826319526,2
2023,455624.9678811383,2
2024,462329.921281329,2
2000,124050.2329736898,2
2001,134581.0286223937,2
2002,141496.4823526719,2
2003,144944.40702836294,2
2004,153219.46279459322,2
2005,165156.63561870344,2
2006,176212.97584825748,2
2007,186834.96814580323,2
2008,191221.30292666092,2
2009,188835.72064741913,2
2010,183455.9468266596,2
2011,173914.16355130752,2
2012,169983.46904862815,2
2013,180870.73456120168,2
2014,193605.7478746869,2
2015,211052.12408646033,2
2016,226414.3657759552,2
2017,247620.30044679352,2
2018,268900.53680449724,2
2019,285647.72985211253,2
2020,303401.0751430831,2
2021,355502.60558930703,2
2022,426198.5912818029,2
2023,430507.9278850365,2
2024,436535.93685097434,2
2000,119573.131189545,2
2001,131302.93105202142,2
2002,146722.7337402443,2
2003,166284.70575496426,2
2004,187517.00508729336,2
2005,212644.84832473917,2
2006,230991.72842993433,2
2007,231307.60819382407,2
2008,218474.21956622045,2
2009,200949.28375242883,2
2010,190466.08236120004,2
2011,178528.11843781552,2
2012,168433.9006564906,2
2013,166668.48769256004,2
2014,169668.77518374065,2
2015,169915.3647721835,2
2016,171869.88766630256,2
2017,176148.68191595282,2
2018,180926.63739460392,2
2019,183925.06468010796,2
2020,196458.7010844986,2
2021,222474.323997768,2
2022,249197.87521888336,2
2023,270606.5960747744,2
2024,289266.1494897188,2
2000,91964.52468528948,2
2001,105962.67589701856,2
2002,125089.9946371792,2
2003,152129.69919384166,2
2004,179297.30873740814,2
2005,209775.18461938488,2
2006,235653.69806492145,2
2007,229528.58814861157,2
2008,210898.41406632,2
2009,180765.28458765856,2
2010,158896.78943465758,2
2011,147719.01585832646,2
2012,140722.19811081546,2
2013,141917.8978903016,2
2014,148638.43074895578,2
2015,153827.36696170067,2
2016,158458.91994285115,2
2017,163937.72160740988,2
2018,172029.03945121623,2
2019,182067.0323814944,2
2020,194801.6889389743,2
2021,229824.84384276957,2
2022,268138.4371948865,2
2023,283396.64560054766,2
2024,292585.3360682033,2
2000,74939.65591155837,2
2001,80015.16626501625,2
2002,86526.8620646556,2
2003,95630.4241683161,2
2004,105251.31556189794,2
2005,130875.23170079032,2
2006,158155.97345025447,2
2007,152036.99859389954,2
2008,128006.06206475847,2
2009,104979.26946178183,2
2010,93864.86233690217,2
2011,84649.82343492268,2
2012,81909.35043861828,2
2013,88087.55881567748,2
2014,96478.21643871344,2
2015,105135.54954799775,2
2016,125655.6855802558,2
2017,137422.78833609718,2
2018,149231.67113085746,2
2019,158803.86870307673,2
2020,170127.4800986431,2
2021,199731.32687798855,2
2022,254820.5786892231,2
2023,268687.3121394239,2
2024,271795.3807826612,2
2000,53218.54941408875,2
2001,56912.24904893119,2
2002,59430.65515824243,2
2003,60881.4353516655,2
2004,63537.42410233665,2
2005,65686.19637675502,2
2006,70612.08048445344,2
2007,73884.38569277513,2
2008,73052.10589239428,2
2009,67500.513168388,2
2010,61519.29577623193,2
2011,56442.289883438825,2
2012,54476.68186795816,2
2013,56069.33049348,2
2014,59155.53513243908,2
2015,61742.14487737241,2
2016,65051.08632763045,2
2017,67693.33692599877,2
2018,74589.67691387294,2
2019,81164.13712690875,2
2020,88385.42231195486,2
2021,105862.17323164664,2
2022,126902.56651262224,2
2023,135990.6188406657,2
2024,141828.2313438981,2
2000,168999.06077218257,2
2001,185278.6799421364,2
2002,203287.1565098533,2
2003,231264.83566435755,2
2004,286964.7691316937,2
2005,365520.4961671611,2
2006,431854.7959226503,2
2007,434291.6919669035,2
2008,421000.6236512729,2
2009,381383.0101181111,2
2010,365413.0639138804,2
2011,361169.35064571863,2
2012,361788.4702811857,2
2013,402560.35689427913,2
2014,450799.96868117544,2
2015,437175.2646400829,2
2016,447720.71947465464,2
2017,470083.1430048936,2
2018,492183.48345137015,2
2019,507485.1760403673,2
2020,528480.6354118532,2
2021,590641.1411257843,2
2022,714502.8676703089,2
2023,743846.7018522053,2
2024,755460.7718304871,2
2000,70513.25178618205,2
2001,73693.36670284136,2
2002,76394.96533583013,2
2003,78820.81688660439,2
2004,81644.11226303795,2
2005,83121.7748657093,2
2006,82172.86677709455,2
2007,83672.05872526807,2
2008,83894.53565170619,2
2009,78618.91327022055,2
2010,77183.83163533165,2
2011,76260.3702595026,2
2012,76916.6943192824,2
2013,79176.8393950655,2
2014,81806.0231543196,2
2015,83807.01799468638,2
2016,87125.71308524747,2
2017,90070.66592838305,2
2018,94282.54088549229,2
2019,98922.83332294224,2
2020,103912.24248050369,2
2021,113637.95030126355,2
2022,125911.37929045472,2
2023,131954.00080222258,2
2024,135351.18696418576,2
2000,71006.62130538565,2
2001,88599.8857131271,2
2002,90372.49449214373,2
2003,92718.60472313188,2
2004,96408.7642308355,2
2005,100449.26334517462,2
2006,103831.2710658272,2
2007,113585.24128401723,2
2008,122194.9649061481,2
2009,137191.24800072683,2
2010,125561.72636773932,2
2011,113436.42028574349,2
2012,113300.51109984308,2
2013,119141.60423241885,2
2014,124248.66259855336,2
2015,130734.19665433312,2
2016,139843.60797921175,2
2017,151273.98202010756,2
2018,167649.20011082423,2
2019,186092.1653233636,2
2020,211610.82304267556,2
2021,278042.8894165995,2
2022,336036.75300902815,2
2023,326734.7474640142,2
2024,329792.0751659658,2
2000,56001.87430511283,2
2001,59684.13983149202,2
2002,62544.139418064486,2
2003,65187.05169173583,2
2004,69288.37268811153,2
2005,73518.81090582548,2
2006,76199.45600040529,2
2007,77630.77704231773,2
2008,74719.19137120234,2
2009,69552.26351630728,2
2010,66888.52516213458,2
2011,64058.60856987713,2
2012,63452.96810087085,2
2013,62558.979394313814,2
2014,62953.911882819695,2
2015,64091.097806008474,2
2016,65246.49528520884,2
2017,67864.30944166826,2
2018,71413.6373579084,2
2019,74666.11960818584,2
2020,77802.12181490642,2
2021,85235.47824077649,2
2022,93567.02374033902,2
2023,99144.70370548229,2
2024,103476.24159902416,2
2000,66076.83208791431,2
2001,71469.22612474818,2
2002,70686.23007634506,2
2003,71911.07034805357,2
2004,73667.97263284621,2
2005,75059.96112947751,2
2006,75975.57239614455,2
2007,74968.54420224397,2
2008,73610.32222535116,2
2009,68051.30762459346,2
2010,65327.14887390703,2
2011,63222.09602614993,2
2012,62650.22004100509,2
2013,63507.34454047283,2
2014,65352.31966430355,2
2015,68036.52645002503,2
2016,70701.03216703872,2
2017,74057.00245566186,2
2018,79684.47297367777,2
2019,87754.7000643156,2
2020,94943.92825637922,2
2021,108134.3527527583,2
2022,121733.37320726772,2
2023,130040.13235877336,2
2024,134650.3721029486,2
2000,45644.7754134994,2
2001,47691.059616539205,2
2002,54758.31345270977,2
2003,57443.86081925395,2
2004,65340.55050024987,2
2005,73077.73086827186,2
2006,73311.49548332127,2
2007,75468.266790874,2
2008,75815.57649580977,2
2009,74469.8447517163,2
2010,70284.92078784949,2
2011,67041.87340627181,2
2012,65850.80017197209,2
2013,64468.54195027939,2
2014,66360.44954676922,2
2015,68477.91657721177,2
2016,68457.55110643225,2
2017,68949.22098848246,2
2018,71462.67063785253,2
2019,74531.70412631243,2
2020,81102.43950938991,2
2021,90609.50492267768,2
2022,100980.68951556872,2
2023,106808.7680026997,2
2024,110418.8459749888,2
2000,54621.81525852929,2
2001,57053.78486674689,2
2002,58551.06308940819,2
2003,60547.42598427167,2
2004,62924.90774740644,2
2005,66280.77513408626,2
2006,68288.70577900962,2
2007,69670.49208704238,2
2008,69222.92281406227,2
2009,66153.97683025477,2
2010,63957.18828709786,2
2011,61375.31009416681,2
2012,61772.19759468647,2
2013,60551.343974536314,2
2014,62053.22467763985,2
2015,63925.26910113894,2
2016,66855.31650514844,2
2017,70091.70626105051,2
2018,75244.68960346383,2
2019,78749.76224403844,2
2020,86020.9360550676,2
2021,100634.12995365016,2
2022,115267.79250075016,2
2023,123776.10857083548,2
2024,128539.37556628216,2
2000,56775.00998733955,2
2001,59870.483900372856,2
2002,65332.94859137634,2
2003,70001.61750832688,2
2004,74599.8636202687,2
2005,78849.02239879352,2
2006,86154.82544610149,2
2007,90908.39513132698,2
2008,92108.14939702937,2
2009,85923.4377909774,2
2010,81342.33252861968,2
2011,79684.0931289553,2
2012,79536.53274003963,2
2013,80409.68892085567,2
2014,83399.60999029854,2
2015,84598.43261051415,2
2016,86693.29749236423,2
2017,88322.16637046801,2
2018,90559.18223268804,2
2019,93272.53395435028,2
2020,97561.26447200436,2
2021,104257.4782110375,2
2022,111475.3268998032,2
2023,112440.25056294614,2
2024,110243.67635960768,2
2000,148489.1042418577,2
2001,168441.95384356292,2
2002,191057.0978039398,2
2003,217147.77020014683,2
2004,244684.23534367295,2
2005,270751.44085892267,2
2006,278795.9667816021,2
2007,270120.7680881509,2
2008,257137.17960845568,2
2009,241581.2581610985,2
2010,240354.3665412786,2
2011,232009.1315947429,2
2012,226738.6526969939,2
2013,233688.4271420039,2
2014,244921.90135463997,2
2015,253993.9688566689,2
2016,268448.5450962925,2
2017,285750.128227171,2
2018,304994.54016123497,2
2019,318339.30582220166,2
2020,336530.8526120313,2
2021,393237.70018887107,2
2022,451966.4628190679,2
2023,474592.56775825634,2
2024,494795.5128358847,2
2000,89450.45996325137,2
2001,94399.29712355771,2
2002,100674.28302959289,2
2003,110745.0555218806,2
2004,127695.33315939402,2
2005,153237.99488446582,2
2006,162640.18767777478,2
2007,170320.79155064726,2
2008,165131.76381930118,2
2009,148055.16451643867,2
2010,139697.96416716755,2
2011,135818.71425948906,2
2012,127268.07085641244,2
2013,130447.6095446345,2
2014,133743.49464048655,2
2015,134111.4031699079,2
2016,135979.85726571368,2
2017,140814.60987490663,2
2018,148187.96448678535,2
2019,154677.25805776456,2
2020,163013.20915368447,2
2021,187205.54202235828,2
2022,208538.3161902419,2
2023,217664.84510771357,2
2024,224450.19366327603,2
2000,78110.02663124955,2
2001,86424.10826905361,2
2002,95629.23571131087,2
2003,104919.62827918988,2
2004,118776.4331446308,2
2005,133779.18359523997,2
2006,140037.90177199536,2
2007,140957.43394888303,2
2008,138004.74923196423,2
2009,130332.68473051667,2
2010,126440.95623672608,2
2011,123107.07980889064,2
2012,121735.24905663352,2
2013,122426.67067191722,2
2014,125373.15017102238,2
2015,128177.81431930956,2
2016,133780.48970404538,2
2017,142965.52594680732,2
2018,152996.71245183994,2
2019,161190.5075636905,2
2020,175801.9267059578,2
2021,213012.72530936915,2
2022,245488.3802109959,2
2023,267839.61108052183,2
2024,282494.8018235122,2
2000,72517.2218389247,2
2001,77092.04713185554,2
2002,80705.30437513442,2
2003,82785.84997183422,2
2004,86001.42680834103,2
2005,89091.94764905334,2
2006,90101.50309863544,2
2007,87037.15721507678,2
2008,79788.02838711237,2
2009,70992.73191063806,2
2010,66365.39001817023,2
2011,62172.98148329657,2
2012,62306.46948590347,2
2013,67020.37920082604,2
2014,72646.94643413683,2
2015,76702.40895453181,2
2016,81294.11857606795,2
2017,87857.43921395544,2
2018,96727.2941251659,2
2019,103850.5117668158,2
2020,111962.50660893237,2
2021,130857.8407279778,2
2022,147480.43775920768,2
2023,154835.29283205187,2
2024,161062.01675403633,2
2000,88345.62154710545,2
2001,102930.29173383082,2
2002,111749.11246986358,2
2003,122778.07048382066,2
2004,130748.66108295188,2
2005,133725.2872031609,2
2006,136566.26653173647,2
2007,133042.42704981912,2
2008,128088.52721873646,2
2009,119957.35960947556,2
2010,113856.63069004384,2
2011,104780.87400548728,2
2012,103149.5102448611,2
2013,108103.03660299927,2
2014,112521.1819000248,2
2015,116891.62116415356,2
2016,123600.12249105686,2
2017,130565.13663841624,2
2018,138489.12718939237,2
2019,146540.69500462647,2
2020,155373.21032813445,2
2021,174627.04385224276,2
2022,194843.0975028761,2
2023,202044.3693612216,2
2024,206205.453566116,2
2000,53463.06165208384,2
2001,57176.872362110815,2
2002,60794.252472493004,2
2003,63970.22994449082,2
2004,65220.83949820698,2
2005,68968.84719550995,2
2006,72975.77006014153,2
2007,74543.90815712103,2
2008,72502.88519441999,2
2009,69531.88116624592,2
2010,66883.25467255896,2
2011,63377.75924718576,2
2012,62030.41815365885,2
2013,62071.44787494687,2
2014,63449.09600223397,2
2015,65423.62023073446,2
2016,68023.38123675801,2
2017,70858.32308306289,2
2018,74495.4612436553,2
2019,79031.54123706938,2
2020,85316.66331752154,2
2021,98928.3768762536,2
2022,112473.15774765644,2
2023,121467.44413767302,2
2024,125825.5303833786,2
2008,56710.87230292035,2
2009,67259.75742078832,2
2010,73681.79497314683,2
2011,71807.6769039116,2
2012,68418.53623282713,2
2013,67073.86116492418,2
2014,69425.76210589743,2
2015,73782.71663823315,2
2016,74938.78367109474,2
2017,76239.79749747497,2
2018,79023.74235413941,2
2019,81778.51921742296,2
2020,85735.033968529,2
2021,98081.857315144,2
2022,104301.66187541232,2
2023,107282.77120286724,2
2024,106607.52022064576,2
2005,152873.94915388036,2
2006,159599.02847849368,2
2007,166940.46303279372,2
2008,169895.9128798329,2
2009,165663.57981510123,2
2010,161733.66363712703,2
2011,150958.08298657948,2
2012,140493.76557599404,2
2013,147240.76604021303,2
2014,156025.08084960628,2
2015,164957.61213999055,2
2016,176409.8210060546,2
2017,187520.0486653112,2
2018,200693.532918348,2
2019,211685.3465211406,2
2020,229956.08555613173,2
2021,285679.61905019963,2
2022,347570.1186312472,2
2023,350820.8102345677,2
2024,358744.27455501124,2
2000,71421.23369516741,2
2001,75392.55473792087,2
2002,77754.25463924411,2
2003,81158.70469251269,2
2004,84878.00078789717,2
2005,90191.0948070998,2
2006,96258.99715532712,2
2007,100513.28550337,2
2008,99943.94499950652,2
2009,97570.46425812884,2
2010,92941.88440206985,2
2011,88193.90573702371,2
2012,85358.96613358268,2
2013,84725.48285511335,2
2014,85943.59831357331,2
2015,87455.31841914408,2
2016,88882.12572630495,2
2017,93660.05235605314,2
2018,100721.75399805931,2
2019,107217.30314709824,2
2020,116089.42089146776,2
2021,141258.76812192757,2
2022,169229.85676590353,2
2023,181381.03434883407,2
2024,187159.33070212736,2
2009,115076.01032225348,2
2010,107259.50694124772,2
2011,109962.35695600131,2
2012,118878.0686864915,2
2013,134962.4618828809,2
2014,142505.75087835023,2
2015,150797.0931900672,2
2016,144858.96305579078,2
2017,140787.1440722978,2
2018,138784.2111062003,2
2019,138710.3101090435,2
2020,142068.1811035082,2
2021,148018.66757371367,2
2022,158504.84488793134,2
2023,166176.62365474048,2
2024,168015.91584445536,2
2000,75537.5515758622,2
2001,78322.06014561802,2
2002,80803.36473133993,2
2003,79600.43652045805,2
2004,77976.861721361,2
2005,81752.88916102545,2
2006,81395.46762328727,2
2007,80448.17028236856,2
2008,80380.93929377673,2
2009,79648.65244895445,2
2010,79438.60284647856,2
2011,76346.86016137835,2
2012,77455.4673018359,2
2013,79615.16254228308,2
2014,83615.97695548007,2
2015,87983.30972879706,2
2016,92726.1435745202,2
2017,97401.98479799509,2
2018,104778.8325818445,2
2019,111298.74792102152,2
2020,118094.54060570724,2
2021,132588.18391846342,2
2022,148066.80106978447,2
2023,156103.51565887404,2
2024,160114.49918909036,2
2000,85799.92992381626,2
2001,97135.6420714688,2
2002,110026.69680836644,2
2003,125975.54291901628,2
2004,141815.75733308835,2
2005,157953.84873496823,2
2006,166837.81951614466,2
2007,166328.98071513887,2
2008,157842.13596814522,2
2009,146625.9822428727,2
2010,141538.32702346434,2
2011,136339.3598447318,2
2012,134854.2438954438,2
2013,136278.73631049864,2
2014,138776.38480819066,2
2015,143041.21484614981,2
2016,148725.14553779704,2
2017,158564.46169945452,2
2018,171189.9499805433,2
2019,180714.9146876347,2
2020,197512.1907409681,2
2021,237208.70371453796,2
2022,276987.32937820395,2
2023,297245.47479751694,2
2024,311470.9021890451,2
2000,84778.10722017536,2
2001,92989.4771726812,2
2002,104474.29476056431,2
2003,122576.26771306648,2
2004,144643.00353536772,2
2005,172257.24404705258,2
2006,195986.27856017725,2
2007,196677.71921016747,2
2008,185590.78329494369,2
2009,170340.34989122528,2
2010,162664.37454742123,2
2011,150918.49310530158,2
2012,146858.6127388521,2
2013,148789.1055984502,2
2014,151734.0912958146,2
2015,151702.560576895,2
2016,152500.97779555022,2
2017,154877.87447704753,2
2018,162437.6757259024,2
2019,170531.03704983075,2
2020,184606.3078889135,2
2021,218008.56385656295,2
2022,256142.62366203824,2
2023,277812.9273063425,2
2024,292185.20951003535,2
2002,125370.38222815214,2
2003,131209.21373863728,2
2004,143679.74147648015,2
2005,158279.0839767242,2
2006,175473.70305205192,2
2007,190351.23524390423,2
2008,191924.94423201392,2
2009,155766.49087296368,2
2010,132570.1753914501,2
2011,122649.10642496632,2
2012,128643.81151679951,2
2013,123648.79404232142,2
2014,125331.15049284896,2
2015,126738.99486505135,2
2016,120659.60184065736,2
2017,123881.9997446789,2
2018,131110.30691108148,2
2019,139379.1753093923,2
2020,151997.03168712306,2
2021,175310.9711768567,2
2022,196198.2004385922,2
2023,204102.17307962995,2
2024,210185.72695474312,2
2000,117108.57656644518,2
2001,124077.81989583584,2
2002,132872.69208698097,2
2003,146929.85419964307,2
2004,176885.87918322353,2
2005,224692.6121311207,2
2006,244215.84064951504,2
2007,214586.5134929336,2
2008,175499.2432474426,2
2009,124579.23235691496,2
2010,106681.19207431,2
2011,94553.07873680546,2
2012,93283.75938003094,2
2013,108145.5510254707,2
2014,125872.8055607341,2
2015,140121.75228689087,2
2016,156711.932836715,2
2017,174261.48050015536,2
2018,200747.50205712367,2
2019,210510.023239944,2
2020,229330.49004011648,2
2021,266705.88300000195,2
2022,307849.7607013412,2
2023,297861.2905097629,2
2024,301804.61643702514,2
2000,60401.821905368495,2
2001,64662.41873866683,2
2002,70168.91198837006,2
2003,76209.0373422002,2
2004,83952.55518842475,2
2005,93101.28519702375,2
2006,101802.66203775402,2
2007,105839.31541051446,2
2008,106574.3297888808,2
2009,102180.66844948292,2
2010,100894.93497190034,2
2011,98807.501471044,2
2012,98317.62065958769,2
2013,99458.67027729658,2
2014,101057.47800790006,2
2015,102591.4544371923,2
2016,105672.62850058996,2
2017,110036.87269546138,2
2018,115321.49766571078,2
2019,120283.7166349535,2
2020,128562.34946559294,2
2021,148022.61021517598,2
2022,165501.67124461956,2
2023,175187.43591018685,2
2024,181955.3329078016,2
2000,61318.82035007451,2
2001,64616.99146889514,2
2002,66819.91419988331,2
2003,68798.94884095837,2
2004,71054.06429977348,2
2005,73283.23224287065,2
2006,74620.8578153401,2
2007,74094.5767203462,2
2008,72596.65044727821,2
2009,69626.73280481764,2
2010,66897.86104784154,2
2011,63923.787278611526,2
2012,63332.05809684572,2
2013,65019.10659358391,2
2014,67016.68250656509,2
2015,69630.13247338192,2
2016,72303.94734283385,2
2017,74960.50859388735,2
2018,79580.55957137776,2
2019,85494.72727035804,2
2020,92473.94547763088,2
2021,106330.92497139836,2
2022,117055.6045138121,2
2023,123054.3154852349,2
2024,128710.35880260511,2
2000,33416.78700671006,2
2001,35055.4853914666,2
2002,36232.28205638589,2
2003,37616.46385617071,2
2004,38837.52326517819,2
2005,41274.864880496665,2
2006,42955.309525173376,2
2007,45075.391483385094,2
2008,46786.03129157023,2
2009,45841.63971556485,2
2010,45342.761932212816,2
2011,44116.93354249199,2
2012,44218.09041244935,2
2013,45115.77440393445,2
2014,46359.54434005621,2
2015,48029.08096033493,2
2016,49281.14867108368,2
2017,49105.37187998673,2
2018,51418.44755447144,2
2019,53994.99897036812,2
2020,57613.1941945813,2
2021,65285.275589624136,2
2022,73628.3773397262,2
2023,78194.15398779628,2
2024,81242.81804430597,2
2000,99898.586302385,2
2001,105359.05674986762,2
2002,109946.81833121272,2
2003,116544.01069283832,2
2004,130649.78333984752,2
2005,153596.10608723242,2
2006,182057.8157758587,2
2007,194821.6173173611,2
2008,180760.0505628588,2
2009,156411.40234229335,2
2010,144743.39381437376,2
2011,134115.96115170704,2
2012,131145.39992025236,2
2013,138220.63977820548,2
2014,149087.32640207137,2
2015,160445.1780570522,2
2016,177186.74858383162,2
2017,195049.13804463547,2
2018,213750.9983721341,2
2019,228422.72693954996,2
2020,246665.47572181097,2
2021,296032.4871031292,2
2022,338456.8840413447,2
2023,337791.747913847,2
2024,340102.40971674246,2
2000,69448.00034359827,2
2001,73766.03779650197,2
2002,78867.9595496633,2
2003,85289.33254954472,2
2004,92852.96165166463,2
2005,101372.74904984492,2
2006,108151.93926821384,2
2007,112782.50735152088,2
2008,112782.20480677317,2
2009,99411.7907768302,2
2010,97606.22759721868,2
2011,94165.2204333028,2
2012,93682.3271286513,2
2013,93708.81510321642,2
2014,95618.81228791352,2
2015,96761.28004160758,2
2016,96760.55282138684,2
2017,99626.17295221798,2
2018,104583.12842269894,2
2019,109240.2213122728,2
2020,117158.3850619392,2
2021,133383.97349473825,2
2022,147217.89380990545,2
2023,156008.12840837432,2
2024,161478.98121666696,2
2000,112353.5238943193,2
2001,125406.2572139736,2
2002,146005.44402659987,2
2003,174989.09826241157,2
2004,206760.00283376616,2
2005,234614.0304410065,2
2006,244351.0181950611,2
2007,233415.3107418489,2
2008,216244.18916763365,2
2009,191247.3570515905,2
2010,186807.93798563088,2
2011,175481.3517373165,2
2012,165643.42636803587,2
2013,170027.24813846275,2
2014,179229.76851969055,2
