StateName,Year,AvgHousePrice
AK,2000,112187.53513733837
AK,2001,119400.72128893182
AK,2002,129841.99436842484
AK,2003,136881.5507739123
AK,2004,145514.9776713812
AK,2005,162644.8410495456
AK,2006,179419.78263286487
AK,2007,187367.90941007
AK,2008,189887.7119373972
AK,2009,185338.56244892825
AK,2010,184821.2560120407
AK,2011,184980.91934821926
AK,2012,188406.403429076
AK,2013,193883.75441096583
AK,2014,199502.07899821375
AK,2015,207313.17908956017
AK,2016,213982.25235704036
AK,2017,217356.23091717294
AK,2018,224529.99659600348
AK,2019,231800.7332808161
AK,2020,240341.31187835796
AK,2021,251198.0614402208
AK,2022,269739.2487684264
AK,2023,272303.9499036148
AK,2024,274295.06747545744
AL,2000,77950.02709025248
AL,2001,77553.28299416899
AL,2002,76107.47549803839
AL,2003,76092.84915076253
AL,2004,77287.9993325134
AL,2005,83442.65889414579
AL,2006,91748.75787400806
AL,2007,94856.02659239883
AL,2008,93239.27808179145
AL,2009,84668.0624875399
AL,2010,75976.87612183194
AL,2011,68113.42051499685
AL,2012,69323.44723254975
AL,2013,73934.2732966993
AL,2014,77784.74594895443
AL,2015,77611.53894403994
AL,2016,79479.84292661083
AL,2017,81423.981285059
AL,2018,86843.3494157673
AL,2019,92113.53681684934
AL,2020,100275.77512244634
AL,2021,118421.46459529018
AL,2022,137453.99648618477
AL,2023,146060.74225594875
AL,2024,148926.2817653778
AR,2000,48564.0710361038
AR,2001,50791.35353886453
AR,2002,52009.71376180848
AR,2003,53034.974124250475
AR,2004,55107.74028258703
AR,2005,59285.62291300923
AR,2006,63693.57800917565
AR,2007,66059.48755115535
AR,2008,66104.42298335067
AR,2009,63627.31688581501
AR,2010,62043.59507431844
AR,2011,60939.74600591183
AR,2012,61055.93257626421
AR,2013,61294.871615004915
AR,2014,61571.402789738444
AR,2015,62936.73385037476
AR,2016,65990.58720533023
AR,2017,68633.32099535406
AR,2018,72799.24978954856
AR,2019,76035.01200870468
AR,2020,81699.25300534008
AR,2021,95741.14540012271
AR,2022,111493.95327160099
AR,2023,120013.48358392259
AR,2024,123318.49187441252
AZ,2000,88153.71809997986
AZ,2001,92263.28452475904
AZ,2002,98623.79222175253
AZ,2003,105891.35280128391
AZ,2004,117678.74233270714
AZ,2005,147879.4910016837
AZ,2006,182901.06764568642
AZ,2007,188353.69327433375
AZ,2008,164783.1622706676
AZ,2009,137604.39483996053
AZ,2010,122707.86704059358
AZ,2011,109542.77753482366
AZ,2012,110760.16168177313
AZ,2013,119251.73868397389
AZ,2014,127546.27353204614
AZ,2015,134129.6255858291
AZ,2016,142434.35235849087
AZ,2017,151977.78233533824
AZ,2018,164808.71009484222
AZ,2019,178080.63182470348
AZ,2020,195327.16476199467
AZ,2021,240903.80184514282
AZ,2022,293107.59781338356
AZ,2023,293730.4068880041
AZ,2024,299749.24547617644
CA,2000,162208.17272431627
CA,2001,169962.69511717116
CA,2002,189639.1403518343
CA,2003,211001.9413117856
CA,2004,244006.57841324594
CA,2005,297911.17053846485
CA,2006,329897.0096698639
CA,2007,302239.55252350855
CA,2008,252333.17947068324
CA,2009,201468.57173121802
CA,2010,191846.81681610414
CA,2011,177073.62560211637
CA,2012,169727.5264573922
CA,2013,200210.6831052829
CA,2014,232880.90071394783
CA,2015,256319.67589196522
CA,2016,279077.3158209559
CA,2017,303207.23898638424
CA,2018,333904.51136802236
CA,2019,347472.72368157643
CA,2020,367720.2705959339
CA,2021,412311.1344974389
CA,2022,462090.0826319526
CA,2023,455624.9678811383
CA,2024,462329.921281329
CO,2000,124050.23297368981
CO,2001,134581.0286223937
CO,2002,141496.4823526719
CO,2003,144944.40702836294
CO,2004,153219.46279459322
CO,2005,165156.63561870344
CO,2006,176212.97584825748
CO,2007,186834.96814580323
CO,2008,191221.30292666092
CO,2009,188835.72064741913
CO,2010,183455.94682665958
CO,2011,173914.16355130752
CO,2012,169983.46904862815
CO,2013,180870.73456120168
CO,2014,193605.7478746869
CO,2015,211052.12408646033
CO,2016,226414.3657759552
CO,2017,247620.30044679352
CO,2018,268900.53680449724
CO,2019,285647.72985211253
CO,2020,303401.0751430831
CO,2021,355502.60558930703
CO,2022,426198.5912818029
CO,2023,430507.92788503645
CO,2024,436535.93685097434
CT,2000,119573.13118954499
CT,2001,131302.93105202142
CT,2002,146722.7337402443
CT,2003,166284.70575496426
CT,2004,187517.00508729336
CT,2005,212644.84832473917
CT,2006,230991.72842993433
CT,2007,231307.60819382407
CT,2008,218474.21956622045
CT,2009,200949.28375242883
CT,2010,190466.08236120004
CT,2011,178528.11843781552
CT,2012,168433.9006564906
CT,2013,166668.48769256004
CT,2014,169668.77518374065
CT,2015,169915.3647721835
CT,2016,171869.88766630256
CT,2017,176148.68191595282
CT,2018,180926.63739460392
CT,2019,183925.06468010796
CT,2020,196458.7010844986
CT,2021,222474.323997768
CT,2022,249197.87521888336
CT,2023,270606.5960747744
CT,2024,289266.1494897188
DE,2000,91964.52468528948
DE,2001,105962.67589701855
DE,2002,125089.99463717919
DE,2003,152129.69919384166
DE,2004,179297.30873740814
DE,2005,209775.18461938488
DE,2006,235653.69806492145
DE,2007,229528.58814861157
DE,2008,210898.41406632
DE,2009,180765.28458765856
DE,2010,158896.78943465758
DE,2011,147719.01585832646
DE,2012,140722.19811081546
DE,2013,141917.8978903016
DE,2014,148638.43074895578
DE,2015,153827.36696170067
DE,2016,158458.91994285115
DE,2017,163937.72160740988
DE,2018,172029.03945121623
DE,2019,182067.0323814944
DE,2020,194801.6889389743
DE,2021,229824.84384276957
DE,2022,268138.4371948865
DE,2023,283396.64560054766
DE,2024,292585.3360682033
FL,2000,74939.65591155837
FL,2001,80015.16626501625
FL,2002,86526.8620646556
FL,2003,95630.4241683161
FL,2004,105251.31556189794
FL,2005,130875.23170079033
FL,2006,158155.97345025447
FL,2007,152036.99859389954
FL,2008,128006.06206475847
FL,2009,104979.26946178185
FL,2010,93864.86233690215
FL,2011,84649.82343492268
FL,2012,81909.35043861828
FL,2013,88087.55881567748
FL,2014,96478.21643871345
FL,2015,105135.54954799777
FL,2016,125655.68558025581
FL,2017,137422.78833609718
FL,2018,149231.67113085746
FL,2019,158803.86870307673
FL,2020,170127.4800986431
FL,2021,199731.32687798855
FL,2022,254820.5786892231
FL,2023,268687.3121394239
FL,2024,271795.3807826612
GA,2000,53218.54941408875
GA,2001,56912.24904893119
GA,2002,59430.65515824243
GA,2003,60881.4353516655
GA,2004,63537.42410233665
GA,2005,65686.19637675502
GA,2006,70612.08048445344
GA,2007,73884.38569277513
GA,2008,73052.10589239428
GA,2009,67500.513168388
GA,2010,61519.29577623193
GA,2011,56442.289883438825
GA,2012,54476.68186795816
GA,2013,56069.33049348
GA,2014,59155.53513243908
GA,2015,61742.14487737241
GA,2016,65051.08632763045
GA,2017,67693.33692599877
GA,2018,74589.67691387294
GA,2019,81164.13712690875
GA,2020,88385.42231195486
GA,2021,105862.17323164664
GA,2022,126902.56651262223
GA,2023,135990.6188406657
GA,2024,141828.2313438981
HI,2000,168999.06077218257
HI,2001,185278.6799421364
HI,2002,203287.1565098533
HI,2003,231264.83566435755
HI,2004,286964.7691316937
HI,2005,365520.49616716115
HI,2006,431854.7959226503
HI,2007,434291.6919669035
HI,2008,421000.62365127285
HI,2009,381383.0101181111
HI,2010,365413.0639138804
HI,2011,361169.35064571863
HI,2012,361788.4702811857
HI,2013,402560.35689427913
HI,2014,450799.96868117544
HI,2015,437175.26464008284
HI,2016,447720.71947465464
HI,2017,470083.14300489356
HI,2018,492183.48345137015
HI,2019,507485.1760403673
HI,2020,528480.6354118532
HI,2021,590641.1411257843
HI,2022,714502.8676703089
HI,2023,743846.7018522053
HI,2024,755460.7718304871
IA,2000,70513.25178618205
IA,2001,73693.36670284136
IA,2002,76394.96533583013
IA,2003,78820.81688660439
IA,2004,81644.11226303795
IA,2005,83121.7748657093
IA,2006,82172.86677709455
IA,2007,83672.05872526807
IA,2008,83894.53565170619
IA,2009,78618.91327022055
IA,2010,77183.83163533165
IA,2011,76260.3702595026
IA,2012,76916.6943192824
IA,2013,79176.8393950655
IA,2014,81806.0231543196
IA,2015,83807.01799468638
IA,2016,87125.71308524747
IA,2017,90070.66592838305
IA,2018,94282.54088549229
IA,2019,98922.83332294224
IA,2020,103912.24248050367
IA,2021,113637.95030126355
IA,2022,125911.37929045472
IA,2023,131954.00080222258
IA,2024,135351.18696418576
ID,2000,71006.62130538565
ID,2001,88599.8857131271
ID,2002,90372.49449214373
ID,2003,92718.60472313188
ID,2004,96408.7642308355
ID,2005,100449.26334517462
ID,2006,103831.27106582721
ID,2007,113585.24128401723
ID,2008,122194.9649061481
ID,2009,137191.24800072683
ID,2010,125561.72636773932
ID,2011,113436.42028574349
ID,2012,113300.51109984308
ID,2013,119141.60423241883
ID,2014,124248.66259855335
ID,2015,130734.19665433311
ID,2016,139843.60797921175
ID,2017,151273.98202010756
ID,2018,167649.20011082423
ID,2019,186092.1653233636
ID,2020,211610.82304267556
ID,2021,278042.8894165995
ID,2022,336036.75300902815
ID,2023,326734.7474640142
ID,2024,329792.0751659658
IL,2000,56001.87430511283
IL,2001,59684.13983149202
IL,2002,62544.139418064486
IL,2003,65187.05169173583
IL,2004,69288.37268811153
IL,2005,73518.81090582548
IL,2006,76199.45600040529
IL,2007,77630.77704231773
IL,2008,74719.19137120234
IL,2009,69552.26351630728
IL,2010,66888.52516213458
IL,2011,64058.60856987713
IL,2012,63452.96810087085
IL,2013,62558.979394313814
IL,2014,62953.911882819695
IL,2015,64091.097806008474
IL,2016,65246.49528520884
IL,2017,67864.30944166826
IL,2018,71413.6373579084
IL,2019,74666.11960818584
IL,2020,77802.12181490642
IL,2021,85235.47824077649
IL,2022,93567.02374033902
IL,2023,99144.70370548227
IL,2024,103476.24159902417
IN,2000,66076.83208791431
IN,2001,71469.22612474818
IN,2002,70686.23007634506
IN,2003,71911.07034805357
IN,2004,73667.97263284621
IN,2005,75059.96112947751
IN,2006,75975.57239614455
IN,2007,74968.54420224397
IN,2008,73610.32222535116
IN,2009,68051.30762459346
IN,2010,65327.14887390703
IN,2011,63222.09602614993
IN,2012,62650.22004100509
IN,2013,63507.34454047283
IN,2014,65352.31966430355
IN,2015,68036.52645002503
IN,2016,70701.03216703872
IN,2017,74057.00245566186
IN,2018,79684.47297367777
IN,2019,87754.7000643156
IN,2020,94943.92825637922
IN,2021,108134.3527527583
IN,2022,121733.37320726771
IN,2023,130040.13235877336
IN,2024,134650.3721029486
KS,2000,45644.7754134994
KS,2001,47691.059616539205
KS,2002,54758.31345270977
KS,2003,57443.86081925395
KS,2004,65340.550500249876
KS,2005,73077.73086827186
KS,2006,73311.49548332127
KS,2007,75468.266790874
KS,2008,75815.57649580977
KS,2009,74469.8447517163
KS,2010,70284.92078784949
KS,2011,67041.87340627181
KS,2012,65850.80017197209
KS,2013,64468.541950279396
KS,2014,66360.44954676922
KS,2015,68477.91657721177
KS,2016,68457.55110643225
KS,2017,68949.22098848246
KS,2018,71462.67063785253
KS,2019,74531.70412631243
KS,2020,81102.43950938991
KS,2021,90609.50492267768
KS,2022,100980.68951556871
KS,2023,106808.7680026997
KS,2024,110418.8459749888
KY,2000,54621.81525852929
KY,2001,57053.78486674689
KY,2002,58551.06308940819
KY,2003,60547.42598427167
KY,2004,62924.90774740644
KY,2005,66280.77513408626
KY,2006,68288.70577900962
KY,2007,69670.49208704238
KY,2008,69222.92281406227
KY,2009,66153.97683025477
KY,2010,63957.18828709786
KY,2011,61375.31009416681
KY,2012,61772.19759468647
KY,2013,60551.343974536314
KY,2014,62053.22467763985
KY,2015,63925.26910113894
KY,2016,66855.31650514844
KY,2017,70091.70626105051
KY,2018,75244.68960346383
KY,2019,78749.76224403844
KY,2020,86020.9360550676
KY,2021,100634.12995365016
KY,2022,115267.79250075015
KY,2023,123776.10857083547
KY,2024,128539.37556628215
LA,2000,56775.00998733955
LA,2001,59870.483900372856
LA,2002,65332.94859137634
LA,2003,70001.61750832688
LA,2004,74599.8636202687
LA,2005,78849.02239879352
LA,2006,86154.82544610149
LA,2007,90908.39513132698
LA,2008,92108.14939702937
LA,2009,85923.4377909774
LA,2010,81342.33252861968
LA,2011,79684.0931289553
LA,2012,79536.53274003963
LA,2013,80409.68892085567
LA,2014,83399.60999029854
LA,2015,84598.43261051415
LA,2016,86693.29749236423
LA,2017,88322.16637046801
LA,2018,90559.18223268804
LA,2019,93272.53395435029
LA,2020,97561.26447200436
LA,2021,104257.4782110375
LA,2022,111475.32689980321
LA,2023,112440.25056294614
LA,2024,110243.67635960769
MA,2000,148489.1042418577
MA,2001,168441.95384356292
MA,2002,191057.0978039398
MA,2003,217147.77020014683
MA,2004,244684.23534367298
MA,2005,270751.44085892267
MA,2006,278795.9667816021
MA,2007,270120.7680881509
MA,2008,257137.17960845566
MA,2009,241581.25816109846
MA,2010,240354.3665412786
MA,2011,232009.1315947429
MA,2012,226738.6526969939
MA,2013,233688.4271420039
MA,2014,244921.90135463997
MA,2015,253993.96885666886
MA,2016,268448.5450962925
MA,2017,285750.128227171
MA,2018,304994.54016123497
MA,2019,318339.30582220166
MA,2020,336530.8526120313
MA,2021,393237.70018887107
MA,2022,451966.4628190679
MA,2023,474592.56775825634
MA,2024,494795.5128358847
MD,2000,89450.45996325137
MD,2001,94399.29712355771
MD,2002,100674.28302959287
MD,2003,110745.05552188061
MD,2004,127695.33315939402
MD,2005,153237.99488446582
MD,2006,162640.18767777478
MD,2007,170320.79155064726
MD,2008,165131.76381930118
MD,2009,148055.16451643867
MD,2010,139697.96416716755
MD,2011,135818.71425948906
MD,2012,127268.07085641245
MD,2013,130447.6095446345
MD,2014,133743.49464048655
MD,2015,134111.4031699079
MD,2016,135979.85726571368
MD,2017,140814.60987490663
MD,2018,148187.96448678535
MD,2019,154677.25805776456
MD,2020,163013.20915368447
MD,2021,187205.54202235828
MD,2022,208538.31619024187
MD,2023,217664.84510771357
MD,2024,224450.19366327603
ME,2000,78110.02663124955
ME,2001,86424.10826905361
ME,2002,95629.23571131087
