StateName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29
AK,208839.0653199865,209038.44268465988,209381.39584196513,209664.36346956532,210178.5351302624,209845.5768384895,209563.1580272183,208944.91156786913,208984.0869052721,208722.3201337556,208154.59157057165,207659.559648821,209861.171883776,217346.48544594535,228325.4735937641,238915.46949860893,246843.89072667423,253489.15810034107,259708.35829047477,264396.67653687083,267368.05001934414,269634.812340622,271885.4382818973,274071.820176868,275837.7496637067,277214.50849321956,278296.5059490285,279150.4729628326,279828.1486124753,280040.66496381385,280653.4930537723,281472.1689952025,282782.68463385786,284197.08672212885,285780.1741706855,287378.5583398139,288698.13866983197,289540.56212013785,290208.7741974506,290493.98323882144,291274.8149031932,292298.79688676394,294646.8164724993,296459.11582737224,298715.3880400282,300699.8392919631,302985.4164134785,305087.1043510267,305642.24013098044,306732.51898996794,307309.65918141813,308727.50838048407,309817.2737203676,311053.75116361206,312776.62321103393,315204.756302398,319032.54773171595,323177.339421357,327080.03745113505,330600.860087879,333789.17501174036,292309.58838798467,292931.296598758,294489.3186017282,297064.83601168916,300293.81989272306,303256.13794888195,306181.44026438054,309313.52587928646,312585.96330366225,316100.7469408148,319676.2340396319,323207.41488941223,325770.14946138364,327494.90914662543,328551.9926782567,330194.2163470604,332013.00722712214,334545.43670081894,337037.3398407403,339670.46928648476,341713.673485064,343439.9803728997,345377.17489633,347385.0206557316,348967.5981807257,349741.60620150506,349840.8226038349,350083.80772159505,350814.2463557248,352201.3063582287,353778.8083432273,355353.18920773966,356761.18881595065,358362.79776479246,359656.79690199165,360907.1725699849,361197.40158631024,361529.83434269886,359680.76948751544,357513.2389843218,355000.26080905885,354408.5930396551,354464.05412570393,354499.30410400016,354515.6694302721,354391.8837355141,354295.12572153873,353926.74188721797,353953.4220592305,354230.0609302568,354717.89822591987,354470.75115307275,353766.3133509208,352734.34514060366,351865.1657167446,351173.08217843913,350510.0456423551,350356.0032258752,350557.5921121367,351358.28017992084,351693.77101623744,352254.9618082826,352571.5997575325,353057.58281250653,352976.9089271208,352941.53239650524,353210.9429118859,353396.30522872007,353273.43358226505,352699.5048284626,352177.19731116766,351571.28336759127,350576.5117024932,349326.2057360592,347871.09058374015,346717.71119648253,346016.9120267951,345656.0798719703,345419.6012969017,344945.75552409905,344555.0634106865,344303.81241989054,344434.24455559265,368050.8660352685,368476.1417345714,369506.59917830344,370793.3854128239,372890.4337243446,376084.3929720486,379737.562494572,382773.8360928998,384034.89458842814,384907.192558305,385887.55184040335,387341.13985667116,388098.6668382191,388352.2956043437,388120.0165003757,387960.10624962783,388369.88862453797,389860.1484531295,392087.2635727788,394695.77172183036,396541.7190063386,397683.8980242581,397637.33883752365,397500.70643857965,397151.97336819454,397110.14604817604,397234.3539270595,397766.1165569656,398694.9224807327,398978.4958970369,399307.9170975955,399332.7716912863,399875.07051925035,400043.8853738747,400808.9422649544,401825.6234433171,403654.0917034276,405207.8122815981,406793.4287429159,408177.8493790183,409602.6926521785,410840.9561985235,412556.65445321973,415063.1750835086,417848.55887062487,420002.95138216787,421078.4772935736,421622.8599498905,421537.11608017323,420912.105395798,419705.5040953772,419051.55034951295,419333.09861314885,420144.13186301035,420854.2835076764,421653.3379365305,422667.78420652763,424078.84919545753,425435.2176168377,426947.27298799105,427598.81625909044,427296.57446754497,426226.1289503719,425839.1418622985,425991.8700010389,427133.5030745951,428197.73229435185,429402.83368630026,430199.1795615445,431428.5289004539,432918.70699437195,434246.52336400555,434856.4635318847,435294.49461096234,436377.9885258225,437687.5481515029,439112.831520616,439610.3289416677,440369.0510169223,441035.44014900934,442326.93073091056,442918.8256045563,443257.0331869824,442923.50759700267,444548.9063232907,447634.2699229072,448004.85892851755,455144.9894811226,457150.0472036883,458656.459870551,459396.83000233804,459926.23727306107,460352.1833292059,461182.0924678693,462459.68318521336,464225.0838923949,466023.8891967493,468034.78169495764,470031.1183163308,471341.1586780661,470762.5307575443,468976.1603311335,468035.86981566093,469836.71587085084,473844.76224110473,478161.787905893,482718.60681486386,486881.8567732714,490814.4653404576,494420.57077111804,497470.8647895056,500291.59885026875,503641.4496723488,507585.46409339644,512433.5460434359,516100.57805037766,519265.43453293236,522002.2647108142,524547.8960881284,527405.1505714646,530165.8790553012,532937.6303158364,536596.7066622174,541692.2019250137,547874.3485151335,553871.6320743852,557271.8315643931,558464.3853732784,556862.8050412945,555070.2650847196,552765.5992504047,551356.5269799944,548642.7700310259,547036.3624451389,544687.8929439572,544082.6966852787,543505.9383182268,544475.0863938356,545559.4901398837,547158.3955805907,547527.6143621162,546135.4415953087,544169.0946772108,542049.207475969,542779.1572159054,544531.9366819158
AL,229336.35032548633,229730.80978623684,229973.90876459324,226155.73876806127,226730.97127641793,227359.35689379022,228396.12098516643,218482.48993179697,219915.72037994448,221206.70419773296,222638.8408101746,218554.62241255477,219845.19501498737,220736.73946197284,221352.17363728225,221835.74043511035,222697.72465079752,223922.6857527879,225006.02175440895,225995.69160992766,226905.1538316741,228039.81856707702,228810.35154015827,229306.6409284046,229364.89029822595,229478.46925110105,229356.05992855912,229382.6036150332,221586.6562619438,222035.50488915516,222628.1522350438,223348.86762005155,223948.5580473127,224498.83140724004,225192.41128976806,225903.8109668577,226761.48471189506,227548.04859063704,228252.61833901954,228928.7388888077,229588.26408451804,230313.56023876456,231189.24527271237,232057.6993180496,232951.9287604645,233504.33443374492,234143.87389346166,234637.95378292823,235265.12564071565,235711.76497842348,236244.39820420448,236668.534704245,237192.65088312727,237889.4491907108,239049.6802199642,240269.7240410964,241513.94992541402,242492.59992832574,243890.96039474022,245583.6844633293,247310.4781650767,248869.3347052577,259750.04070882793,262078.86607834665,254186.84396932131,256489.98874381965,258803.00755640562,260967.91965656565,262541.67567348504,263852.91056058847,265200.4953547315,266619.42151334044,268253.1358775961,269704.5221594856,271355.61105348927,273002.7742499126,275043.6895688894,277123.49225881585,279220.02552679525,270276.12360777886,272147.25617004064,273714.94170095585,274989.3375388571,276246.1963041693,277300.2685362962,278820.34211766487,280265.25079628156,281684.2932942284,282120.262742419,282310.6447938262,282152.27390732814,282155.22760640376,282278.0967777028,282567.78714848234,283003.2188767286,283035.85343165393,282874.0774353529,282412.7180369423,282093.8421469702,281618.36837929493,281041.14661136444,280822.35393792123,280900.9964483152,280943.1345283441,280728.0512484509,280244.10539415653,279594.6357738741,278606.1334719351,280059.20682604605,279342.1679308284,278878.84680222557,278171.8618053934,277322.7063549745,276054.790856503,274680.34656754736,273520.95037255593,272360.3369528956,270998.24257489276,268949.8006737907,266958.6026807099,265820.77142724977,265369.37495901476,260692.74383215985,259933.12138731225,259427.4495638079,258702.07375397225,258022.3923796128,257017.97781001986,255548.39530729968,254235.82807055424,252725.3401929619,251974.37037947413,251179.2749524341,249987.6744602351,248908.49011221968,248011.78033067373,247651.4741490917,247112.44446283256,246428.0978708092,245968.4751936661,245388.01530326932,244739.79536842756,243762.24856292945,243062.63812379388,243038.51390107357,243285.28180442227,244398.5546986594,245865.2871078845,248081.55455487815,248919.0742648092,251478.83017764593,253578.78969815184,255244.60719855854,256409.10150295918,257585.0581692934,258889.67153923342,260775.3029530514,262806.2124074592,264538.34105062054,265769.5958651491,266768.58911015576,267897.625549293,268831.94076026714,269659.63552169525,270129.69004827907,270760.25704482116,271342.55476934643,271846.7359848617,272435.66702616116,273044.4484929785,273826.0058672419,274321.4883284263,274818.56837080047,275004.28115482366,275512.7497076503,275848.55100189056,276223.8691644951,275873.6048212766,275730.7860872013,275666.7705155872,276312.8923203021,277157.7571935191,278256.137482586,279287.1567093121,280275.8058791735,281073.9869870633,281907.76432548556,282670.23216032574,283389.46509366325,283884.96335252724,284248.8673631768,284796.26178854745,285647.2522192328,286641.1899693953,287179.1181745523,287839.35070674727,288492.2762579221,289454.12476516777,289960.1374519699,290340.4099614971,290672.5682705184,291172.2500242276,291836.3358927237,292745.49234998913,293732.0923287384,294828.5044014373,295748.81257580954,296705.4589827581,297271.85387843096,297782.49149212276,298148.14489548485,298583.5090267698,299039.36377504555,299792.9930756115,300746.3636162193,301850.7958952979,302912.10269454506,303745.5289794278,304694.85772272345,305337.03669837007,306053.06517239625,306638.1437356774,307710.1523797866,308841.38023521024,309985.87686455576,310791.23969371786,311714.25839970337,312568.2022837618,313101.83741685544,311650.2455349589,311878.3801636896,312235.4396974247,312552.2178958943,312988.99043785903,313493.492325135,314141.71477226727,314898.7707418699,316136.95342806773,317870.13934884104,319816.03209673276,321772.18969805696,323614.462723607,325162.87049970456,326114.05584614037,326533.34527284617,327150.15902089234,328515.7872107577,330937.5399686733,334513.1082269286,339075.3872804639,344515.1872685681,349915.19557514135,354975.5862589944,359917.88476517267,364581.0707506302,369672.5224700749,375069.9630363182,380912.06627187075,386414.2690791958,391171.76250403153,395523.7907350212,399891.6257015686,404683.9831320504,409367.5448329254,414480.4073506369,420143.3562711954,427006.4359013961,434857.7511869353,441947.57010450977,447930.62186396564,450769.84330434434,451789.8920830795,450802.327610913,450048.1866945,449042.9571614423,448256.54409714404,446787.92400582496,445745.2502321052,445726.33460007,447538.4457839233,450432.3136151203,453498.08236682933,455575.6918290046,456407.0760495444,456745.6727848346,457131.13380561245,457688.72438390926,457974.7178387215,457833.7065957442,458093.47571064404
AR,173416.92942554073,173269.08506080342,173641.93555174928,174246.92829918207,175095.65734847885,175845.57452836723,176688.59022343587,177698.12683923132,178691.44749273194,179650.44596360694,180825.56311614328,182256.70411113647,183737.5575772448,184696.43155623978,185275.65647956077,185708.07805398898,186606.6470109864,187542.169839321,188291.1452013164,188682.31294159644,188979.17864622033,189211.43086046085,189216.98568958504,189114.72844876646,189021.31863408745,189222.53907809147,189469.24391588898,189912.14214714192,190294.6642955178,190539.10549568164,190887.93864511457,191168.95464354783,191868.29608828342,192608.58267440973,193583.87023933226,194545.0506089767,195415.16768347562,196168.39605619284,196593.64846201235,196898.95991710768,197598.67161746818,198873.74466908304,200352.6170761757,201864.48637108953,203137.60746405012,204311.88033770985,205238.763159323,206086.94621013573,207232.71135662915,208252.49721782145,209258.97440625334,210043.55108922484,210857.96717003043,211820.25800832806,212736.50890082694,213687.26287197325,214863.58725904653,216145.1237666404,217738.10837983285,219036.73506253297,220708.03295440844,222333.44686603267,224156.46485537154,225669.79838455401,227198.80286604632,228885.97393085153,230132.57993119158,231177.5539342847,231852.2248921752,232763.34714860967,233802.57298973732,235480.70716950923,237419.0630654312,239076.7383893145,240216.54016999743,241235.5462048957,242491.9132557867,243552.20769655652,244622.14493903748,245305.8176193881,245808.30279533888,246190.80307683436,246665.30012690168,247017.8275379538,247332.96124579755,247487.7334830245,247840.76913342922,248433.0520582354,249461.8312735703,250456.01537439995,251145.71834355828,251651.3587503407,252356.6983381259,242695.46742665226,243150.40960737594,243551.5680139829,243879.94814734624,244140.8963383652,243784.0131595394,243462.16189447872,242931.70879735312,242219.98955497213,241306.90988475096,240134.66281061398,239386.34002945523,238827.54618905057,238751.7940120087,238628.49077178203,238733.5338895011,238722.73627148362,238619.94532315063,238192.01630916633,237997.75128573642,238173.08401963225,238117.34073494555,237918.02589948484,237592.1909823923,236912.5473642448,236461.0568283012,236236.8817112429,236858.23285253806,237350.66131533496,237781.26011905467,237906.9342822006,238061.258630345,238161.4841485368,238323.78759617842,238287.10169597215,237874.68424989216,237379.35270145137,236656.89228862862,235671.41630804067,234970.89548641106,234531.369965563,234561.99737342322,234396.149515331,234067.01450710074,233974.48420585372,234160.2794749682,234546.13152108487,234968.29528188505,235328.6999982212,235630.5502746951,235789.5352880644,235904.9805595697,236692.21966303434,238324.1385602941,240391.58906359103,242225.50892335482,243908.3197435931,245760.38466448555,247259.6073313509,248257.81468649048,248692.47702882427,248883.49950905668,248944.46381625283,249205.10121369403,249920.8219508998,250794.34802048054,251253.54623065598,251326.98602046684,251554.6729947238,251783.46096378015,252210.66697369257,252580.29161903137,253242.84461196506,253529.47150448884,253329.04907683915,252912.4251579323,252741.54773115745,252882.48544467366,253059.5804897009,253407.9159015036,253626.76590075917,254061.93624341371,254376.77394201088,254932.53324058905,255099.13780872984,255322.3461211089,255382.10515457895,255840.5258731211,256601.60654545692,257646.03113708814,258486.97540563453,259136.60810058282,259680.33503694495,260419.47438970383,261237.73663423635,262064.86558649963,262819.7249055159,263251.12411750306,263612.5744068985,264227.60040753,265040.0127372725,265883.19851039135,266761.327632835,267874.56464864104,268898.43254453095,269551.50594283856,270189.57671709906,270863.2287619276,271704.9807458297,272381.3146816661,273040.57892649283,273365.66026129626,273870.5078646589,274528.756439482,275533.4873160257,276287.5706836484,276713.2550171768,276996.0800892772,277218.6042308471,277615.39607423125,278511.8892122884,279702.81789754337,281189.5427564991,282398.1320858263,283045.6551261564,283809.301620528,284589.59724967333,285871.0995885589,286715.1075977949,287870.0567744163,288905.2809048242,289927.57245374774,290457.42691557185,291002.78475681343,291751.55871426483,292113.9189104693,292307.77391940384,292398.2543698837,292928.77089925384,293521.3426203107,294116.000082646,294388.39826657536,294711.3414863164,295079.8749963381,295793.3883901211,296853.1240242833,298093.5776821391,299521.7684004055,301016.2746976621,302430.19619738404,303474.85870774754,304069.9541782664,304537.88855147135,305641.07857817854,307709.86479237647,311055.32940209424,315129.8115179048,319719.1739938808,324409.63364516053,328992.21360185294,333588.23962086655,337948.4581346107,342524.7937982246,347409.23838806164,352514.21753651445,357333.42966368987,361949.1851559068,366313.226760586,370899.1444242329,375813.6700539895,380961.58021818264,386381.37531721947,392114.5459670298,398725.10796452616,406463.98504193826,413584.23475748213,419630.30056233663,422689.64496468706,424056.65893805114,423866.50448454416,424145.843873023,424095.5551871778,424222.51842519833,423494.70809853467,423437.90628703806,423675.8768452968,425328.32703162613,427531.1396405345,430151.3020609263,432071.2717809351,432885.0243508652,433224.83755636594,433522.8392521436,433943.1666168996,434097.89592647576,434243.07914638735,434956.382768074
AZ,186186.70506137886,186187.8482975212,186375.25602325032,186692.28820946845,187331.45352883736,188211.77030375833,189451.81787122684,190686.17587749113,191891.15478606513,192965.85116751984,194252.37479425856,195548.39402700486,197104.91499734402,198880.12418002638,200811.25149852285,202544.26904809245,203873.43274655013,204924.4730562166,205989.9379998188,207072.46485685985,207727.6764001442,207983.73168216672,208303.94408009356,209202.44150170134,210148.73862656855,210878.87962422584,211666.08108777946,208571.16597885065,209443.82117940343,210256.6901131269,211098.33247652446,211843.409103102,212780.9330772974,213988.08146942468,215576.81851080083,217083.48031829018,218825.61025868967,220511.4304207397,222207.9725021701,223847.28323761554,225503.3958591533,227382.31560480833,229120.53228175995,231116.7260444711,233013.72043659718,234722.9763370091,235897.45298151253,236788.13593792223,237927.83526301268,239676.37221075178,241846.43703124177,244317.21953359584,246943.24560959387,249926.91004224023,253251.21835398854,256907.0021864095,260699.0358256196,264965.52133983496,269559.00628391135,274443.2967328042,279004.6254391672,282970.91946313775,287347.49082430796,292678.576535535,295057.5653098867,307214.86939782574,316306.02492207836,326091.2864096881,335350.9425815536,343126.6696368008,349494.58034390904,355034.6394711294,360522.45825188805,366284.99678592535,372435.0585204471,377998.6785922714,383301.4818269837,387710.4276555246,391796.00420970976,395793.15317161893,398984.8937517918,401510.4106615512,402565.9513150883,403739.5140371497,404232.9775382025,405574.5073251318,406655.87193150667,408196.65810947795,408712.36640244327,408491.79384133784,407381.204901785,406033.08461252076,404267.7972889638,402337.0196144279,400056.4811944165,398191.9093844034,396147.7930171415,383256.8447727975,378647.9308494371,373768.3797094589,370356.98795209295,367263.32579503825,364053.62938915024,359203.8642571406,354293.66692976264,349458.84124203556,344504.1778164886,339245.9516505022,337220.1105562853,337152.4116832239,337067.01683130197,333600.2762022139,328416.1578968535,323196.9225091103,318097.2095285733,312704.9091482104,307967.1780247962,304207.1397710465,303213.97925623617,303079.4538910078,302198.1393665692,300130.49883768783,297884.8173398172,296571.50502187095,294964.2385186657,293150.04554699315,290963.18001305644,288271.0632263104,285080.44459241023,281180.46194602235,277645.0802137616,274125.81825124996,271311.88971998385,268950.6291570627,267263.42062672233,265495.4342907507,263906.328412004,262167.91087284265,260739.58193566496,259812.26015816742,259753.93388952583,260714.99562289374,261862.97520058026,263139.4845396449,263415.3914472368,263654.3334916105,264019.4873121051,265535.364112423,267698.08268553874,270138.9933198651,272335.8003704451,274164.95161372994,275798.33091631986,277279.7927641355,278612.6583977156,279875.2461028331,280529.41101690085,280859.2796489057,281236.05227005744,282812.60941904533,285414.92018964957,288522.58475372015,291374.68812642473,294056.91258760536,296502.9632983941,298803.47040461836,300536.2057822615,301768.9326810808,302518.59107050917,303159.8307541011,303843.760070027,305027.4905678422,306261.3517303031,307379.1865537526,308209.8543141117,308879.1375910807,309615.79807001096,309945.9248525925,310418.0624795085,310456.7200594973,311391.169500417,312924.68117903353,315222.4245713537,317205.9407690753,318770.0982010403,319858.92136152246,320720.7404122967,321623.42449244985,322703.58632546716,323895.29644420766,325024.6971088606,326047.1956925699,327337.6940652014,328572.10438009526,329802.0169532476,331016.9486320034,332397.4058435326,333487.15175176837,334176.22205270856,334564.48915948876,335046.8322186322,335843.092497337,336832.8253470967,338259.275036355,341527.62427213945,343073.7720111441,344068.01068153215,345885.51927791286,347216.6736969922,348412.8766403323,349346.98114639265,350446.4033790363,351593.6133891974,352799.01062912366,353923.8979448827,355125.95463953936,356952.87475355313,359046.1040153771,361395.5399717354,363369.8493668317,365391.6847182435,367411.52673655713,369826.6141685631,372210.27873421804,374549.38229543064,376419.90559885476,378066.41491687373,379499.48705513007,380832.4148074001,382352.4424137162,383759.52518746286,384844.1893147228,385520.26861372107,386078.59216510603,386784.50417304755,387753.1741674741,389062.6261710527,390602.5310633654,392429.364239579,394686.6579726779,397566.74567747855,400885.3786536318,404155.8403784264,406738.840406642,407924.70653208456,408729.75201536063,410514.0238020641,414445.6125045551,420803.3809638811,428812.79146275506,438141.554495839,447864.1308200762,457752.15425258153,468277.1335651536,479411.11103079555,491898.3580618563,505708.3256327742,519712.80588215997,531863.8882114099,541402.2182954989,549762.8243420521,557634.5094392148,565365.2657836827,572601.4113416246,581119.7934942766,591711.8091437425,605201.8184094635,620560.9100311651,634986.5697130613,646823.1644207515,651664.4077511299,650265.4939004215,643103.6062315183,635909.1639086402,628446.120270441,621888.3940179446,614995.246625998,610026.1818800645,606649.2215041949,606035.6285546772,607774.0118412559,611547.6193012939,615702.6524263084,619458.0487555368,622320.5553434929,624190.2159154786,624914.3327045627,624725.5945200196,624682.0498242025,626081.8916605287
CA,330310.32361960225,331372.470678205,332795.1253852325,335923.0826209331,339623.3543266113,343887.0890135479,348915.37470882345,354549.4128031347,360307.9532956131,365551.88728405087,370684.0220852208,375776.0359435351,363503.40120169317,353747.0051310221,358345.3896869033,363272.3016885623,367793.33354603907,371537.60477774235,374920.8798294272,378301.6730764287,381723.3947716456,384807.3555354424,387582.16809416714,389929.6562179758,391759.95362263394,393603.3322850622,395690.16242403525,398410.37955880875,401374.70942690154,404678.07418635336,408488.9251117473,412670.74273316667,416953.6045625716,421213.05226938933,425657.96801984264,430119.6103791979,423443.2179643464,427510.32428456575,431633.1752787522,436132.5764032941,440577.8550533323,444963.32581126824,449338.79205650016,454207.2569440061,459694.23706957366,465183.347476039,470621.3612347139,475506.7307833184,470931.75134650833,476546.9903889824,482766.2121797329,489495.90174693696,497056.4948224749,505807.939522696,515258.4588440314,524533.3801447148,533437.3110111777,542338.2762854111,551191.0714892276,559810.9789765907,567780.6279042749,575785.3551881496,584637.0276000445,594443.8124774974,604732.9702266026,614690.7117854287,624333.8181178237,633608.9363079373,642372.7126365594,650634.4130469984,657482.413765835,663328.4694350731,667973.8689418753,672338.5669274323,676774.8988784667,680972.7213050136,684749.7349228349,686743.3140055817,687605.4087603028,686903.7341683279,685453.5189377744,682814.7561988459,680142.1767811306,677413.6656204006,662779.8728704329,651087.3243888839,649635.36890224,647659.7684637684,644323.6682521946,640021.6115591156,634668.8312455537,629292.4060183261,623634.3096670521,617758.7950360564,610789.7976713092,602594.2001828131,594135.6104033595,585527.3334877888,575991.5447956957,566069.7464338798,556678.1845596997,548225.0340436503,539349.1778842427,529506.4502780569,519251.429940859,509318.12126388686,499155.244689492,490440.8234564671,482732.2610616295,476920.8479442576,470982.60979293025,464846.2915596481,459236.5548279373,455023.0830466922,452012.56491634453,448673.34946966654,444831.804997735,441581.4552886335,441083.0801773776,442179.693619724,444047.26905841683,444789.9350496639,446167.16334607423,447481.62228290987,448692.79678952857,448476.43051881157,447290.72590394673,445965.1268421484,444264.19812684285,442089.93472409813,439410.87786273076,436848.65926038375,434343.68236741726,431925.27308496484,429665.98535350617,427439.41444733896,424319.8999048835,421482.2558638241,419217.337983555,416711.74331240094,413870.0731685446,410709.4576804818,409048.83996526303,408087.4176737136,400176.75220477866,400158.2211145236,400675.7765609068,401945.9981898638,403710.4228737192,405695.9722848945,407034.1947417755,408948.5322026988,411635.7550271256,416132.2647756201,421012.7737888452,426281.7800139723,431591.7455140977,436790.2612552391,441639.324884893,446982.2015271602,453655.0948221476,461522.27846597054,468336.96113104856,474239.9511144667,479828.17275670986,486404.0968100877,492817.9322300587,498406.5392636509,503004.0982046975,507088.71147846035,511177.5967406431,515415.14494580904,519381.58574833634,522480.0533599047,523801.78319487855,524484.3522398638,526138.6463766046,529116.3326528207,533323.1241480521,537341.9717920297,541854.4498610281,546351.5687061824,550418.998535768,553635.9468841354,556509.7922772084,559257.8746837431,560919.2797704214,562117.1142024419,563936.5097515066,567422.2370727252,571393.4290158753,575152.3238697624,580075.0993411277,585720.6830416998,590359.7402803747,593310.1021828974,594736.0968996895,596094.7624128739,595928.7309586331,595000.7344834916,593715.8222251502,594437.2260338814,596605.3692981348,600452.1835112561,605046.6931352995,610391.7058407537,615412.5997619398,619953.8251744953,623204.3231659678,626255.5779594334,627669.4994526634,629200.5203035835,631138.4243109998,635163.6231588419,639535.9799203979,644660.9083809184,650282.4240587973,656391.5367471896,662153.7141433287,667320.7470795456,672479.5324750273,676588.5048199133,679516.7869587349,681989.9077992127,684618.042544873,687620.2583596404,689852.0035158687,690850.0966196607,690439.7644220265,688907.6106259555,687848.976254962,687400.481069101,687654.3964902698,687674.9396292777,687538.1244890392,687763.4435588933,688277.1147857684,689587.5242073729,691407.1583744732,693576.2956321724,695093.5550052812,696028.8461008234,697046.9672369995,697805.6799358538,696595.5367154176,694525.0728837912,694204.9307034021,699729.5877690444,710965.0886307185,744425.7291041232,754701.5355806127,758152.2617447918,772593.0811153579,777459.3941726738,790028.7621209071,804890.4111345919,822770.8144548363,841404.5798258032,857510.8312556848,868543.2607953653,876140.7803395932,883026.4915196536,891465.9351278921,901629.1203940096,916560.3123341992,935827.6483694735,959443.729173892,980877.9121320356,997167.3539429264,1005531.224099305,1004153.0464622655,993687.0719591718,925795.535454856,964863.5537797079,955281.0349928146,948204.2114955538,939579.6363536508,932447.6147629054,927115.6974205454,926475.0122005474,928418.2178104321,933486.2686751905,940830.6865492644,948860.3090949944,955646.2532333335,959784.2967844001,961318.3652035331,961271.7179816214,959858.444058342,960074.0137195478
