StateName,Year,AvgHousePrice
AK,2000,75650.64279005246
AK,2001,77737.90578126017
AK,2002,85153.5913089262
AK,2003,89959.19769106065
AK,2004,94648.87126654715
AK,2005,100482.40064254812
AK,2006,111152.21312699487
AK,2007,119259.8223007837
AK,2008,121474.8775310894
AK,2009,121127.5440556015
AK,2010,120662.74360611428
AK,2011,120626.0087148623
AK,2012,122363.31726642231
AK,2013,123178.66528282754
AK,2014,125777.59881926553
AK,2015,129700.57814472419
AK,2016,132940.07135124083
AK,2017,134237.58612581246
AK,2018,139291.8682564433
AK,2019,141600.7770762674
AK,2020,148583.69384301963
AK,2021,152073.97122568474
AK,2022,161182.7986340148
AK,2023,164370.60385123407
AK,2024,165918.45349534333
AL,2000,68522.68162072869
AL,2001,71841.80553923013
AL,2002,68625.3060269413
AL,2003,70314.71920242271
AL,2004,76466.99340287907
AL,2005,89622.58269815335
AL,2006,102208.27827041382
AL,2007,106703.54079706782
AL,2008,104569.51493757393
AL,2009,93292.97895562225
AL,2010,83431.58648192548
AL,2011,75493.13545207275
AL,2012,76372.52589204979
AL,2013,81615.41765901004
AL,2014,84327.97031911896
AL,2015,85891.00883359501
AL,2016,89721.44462018932
AL,2017,92037.89619787228
AL,2018,95167.93875674809
AL,2019,101007.20451459885
AL,2020,109169.22071713251
AL,2021,126432.74915128015
AL,2022,142384.86909076606
AL,2023,150614.38899942426
AL,2024,152946.1741486027
AR,2000,41963.19551686623
AR,2001,46180.26851945932
AR,2002,46979.19185994134
AR,2003,49502.7792690144
AR,2004,53662.380184570226
AR,2005,58025.1935513648
AR,2006,63180.78382937768
AR,2007,67225.58383602573
AR,2008,68015.58471656954
AR,2009,63867.8426335823
AR,2010,63422.18285152354
AR,2011,61003.8451659969
AR,2012,61394.55240929687
AR,2013,63659.858548283264
AR,2014,65914.15477838198
AR,2015,67988.83717898799
AR,2016,71666.70747655815
AR,2017,74862.30139362866
AR,2018,80218.69298872809
AR,2019,84407.02285455861
AR,2020,92569.07380236845
AR,2021,112885.5735912217
AR,2022,130455.10991855623
AR,2023,136447.0343880178
AR,2024,141042.64521289317
